Column 1,Column 2
洪家脊骨汤,3.9分225条评论 雁塔区锦业路高新区绿地世纪城食饕街3栋1单元人均￥57
同麦德老任家泡馍,3.4分453条评论 雁塔区科技六路中断数字空间365西侧海升酒店一层人均￥35
7273猫屁股猫咪西餐Coffee桌游（长安广场店）,4.9分967条评论 长安区长兴南路延安大学创新学院前门西侧50米竹园小区门口门面房08号人均￥37
RF正宗重庆鸡公煲（高陵店）,5分1030条评论 高陵区陕汽车城酒店对面巷子向南200米人均￥22
沃稞面包工厂店（赛高街区店）,4.1分4043条评论 未央区凤城五路地铁B出口旁人均￥21
和运生葫芦头,3.9分425条评论 新城区咸宁东路508号（第四人民医院东侧）人均￥29
大嘻咹biangbiang面（柏树林店）,4.8分2071条评论 碑林区柏树林65号（柏树林公交车站牌马路正对面）人均￥17
彤德莱（小寨师大店）,4.9分4732条评论 雁塔区长安南路196号华东服饰广场北楼1号人均￥55
恩希家农家乐（上王村店）,4.7分705条评论 长安区上王村东四街139号人均￥47
宝龙雪花·陕北传统杂粮小吃（朱宏路店）,4.6分159条评论 未央区石化大道新北城蔬菜批发市场西门门口南排1号人均￥5
袁记肉夹馍,4.1分1109条评论 临潼区东街眼睛烤肉隔壁人均￥16
思刻鲜作蛋糕工坊（龙首店）,4.3分640条评论 未央区未央路盛龙广场A区4号楼2单元809室人均￥80
碰碰凉,4.2分1992条评论 蓝田县蓝新路中段与文化路交叉口北80米路西人均￥12
麦香园蛋糕,4.7分142条评论 雁塔区东仪路136号（近东仪福利区）人均￥60
重庆鸡公煲（席王路店）,3.9分770条评论 灞桥区席王街中段十字路口西南角（近三隆超市）人均￥25
乐滋西点,3.7分241条评论 阎良区文化东路与公园街交叉口西行20米路南）人均￥18
第五咖啡（劳动路西缆店）,3.9分461条评论 莲湖区劳动路212号西缆高层B座2楼（近中信银行）人均￥40
紫来轩,4.8分755条评论 雁塔区东仪路93号（东仪北路站牌，烈士陵园站牌对面）人均￥24
古搜咖啡,4.5分292条评论 雁塔区丈八一路汇鑫IBCB座人均￥50
风启达蛋糕（未央店）,4.1分648条评论 未央区广兴路西岸国际花园东苑东面商铺8号楼10107号（新疆大盘鸡向北五十米）人均￥75
赛尚西饼,4.1分506条评论 莲湖区丰登北路百花明珠20101号（近西电集团医院）人均￥15
70年代土灶台一锅炖,4.7分459条评论 长安区樊川路杨虎城烈士陵园斜对面人均￥40
汉中黄辣丁私房菜馆,4.9分278条评论 碑林区东关正街世贸大厦E座1007室人均￥45
YJ重庆鸡公煲,3.7分299条评论 阎良区大良路QM重庆鸡公煲旁边人均￥28
8090私房火锅,4.6分425条评论 未央区草滩一路长乐西苑7号楼302室（近长安大学）人均￥46
唐顺肥牛（电子四路店）,3.7分1442条评论 雁塔区电子四路中段9号，宗江大酒店隔壁（近北山门）人均￥60
毛妈妈串串火锅（科技路西口店）,4.3分468条评论 雁塔区科技路西口往北200米路西人均￥46
味品轩蛋糕屋（西大街店）,3.9分878条评论 莲湖区西门里西梆子市街3号大洋超市隔壁人均￥50
味香特蛋糕,4.5分308条评论 高陵区南新街149号（高陵四中向南100米路东）人均￥15
尚品苑蛋糕工厂店,4.8分447条评论 莲湖区大庆路7号（南方酒店三楼）人均 -
左右奶茶,4.3分65条评论 新城区新公园南路秦川小学正对面人均￥10
巧夫人云南过桥米线,4.2分336条评论 灞桥区浐灞生态区十里铺街道486号（东方大市场站牌西10米路南）人均￥12
欧菲克生日蛋糕（民乐园店）,4.9分4375条评论 新城区东六路35号人均￥89
梅姐烧烤海鲜·手工水饺,4分140条评论 莲湖区劳动路118号人均￥43
老上海蛋糕,4.7分491条评论 高陵区泾环南路杨官寨综合市场内北排人均￥10
大家烤羊庄（大雁塔店）,4.5分407条评论 雁塔区慈恩西路大雁塔北广场140号人均￥118
老唐红鸭脖（朱雀门店）,4.8分320条评论 碑林区朱雀大街北段7号2号楼一层1101号人均￥10
蒙古王烤羊腿（北郊店）,3.9分302条评论 莲湖区文景南路与农兴路交叉口东北角红东花园商铺人均￥56
农耕年代,4.3分281条评论 灞桥区汽车科技学院向北50米（水安路加油站北50米）人均￥44
麦啦屋西饼房（麦芝香店）,4.1分144条评论 碑林区东关南街古迹岭20号楼（东关南街室内综合市场东侧）人均￥27
曲江国际饭店餐厅,4分816条评论 雁塔区西影路46号曲江国际饭店内（与曲江路交汇处）人均￥123
云端咖啡,4.6分126条评论 高陵区南环东路维也纳森林4-114号（昭慧广场向东30米路南）人均￥28
老味道蛋糕坊,4.6分604条评论 未央区沣东新城双拥路时代华城底商（三桥地铁口南200米）人均￥70
楚湘人家,3.7分823条评论 碑林区永乐路66号（顺家快捷酒店里边。永乐大厦隔壁）人均￥49
老刘家葫芦头泡馍,4.7分612条评论 新城区自强东路向荣小区南门东50米路北人均￥21
天佑国际酒店贵宾楼,4.9分320条评论 莲湖区土门十字路口向南300米人均￥51
汤峪温馨农家乐,5分138条评论 蓝田县汤峪镇塘子村河道小区008号人均￥33
蒂奥莎烘焙（凤城九路店）,4.1分174条评论 未央区凤城九路文景小区西区南门向西80米人均￥15
重庆火辣辣鱼庄,4分199条评论 长安区滦镇沣峪口西沣路（体院沣峪口校区向南150米）人均￥76
香川人家,4.2分215条评论 长安区皂河路东新花园西排1号，壳牌加油站隔壁（青年南街十字西南角）人均￥39
微甜生活,4.8分1428条评论 灞桥区半坡地铁站半坡国际艺术区中央通道内第二家（小天鹅艺术团隔壁）人均￥55
无水猪蹄,4.3分115条评论 莲湖区西安市莲湖区大寨路1号人均￥22
蜀椒鱼妹私房小馆,4.8分670条评论 雁塔区明德路与明德东路十字往北十米路东二楼人均￥59
重庆鸡公煲（三桥店）,3.9分180条评论 未央区双拥路安置新村2-3-7号（凤凰城小区对面）人均￥29
川福小厨,4.2分78条评论 长安区郭杜街办郭杜东街86号人均￥27
袁记肉夹馍（曲江店）,3.8分908条评论 雁塔区曲江路169号中海关园b区（近曲江一中）人均￥18
米香园蛋糕,4.7分167条评论 长安区韦曲青年南街53号（南街小学向北50米）人均 -
外婆家私房火锅,4.7分66条评论 碑林区二环南路西段盛世太白4单元2404室（近红星美凯龙）人均￥69
瑞云蛋糕房,4.2分49条评论 周至县中心街与云塔街交叉口瑞云步行街南口人均￥45
顺风肥牛（雁翔路店）,4.9分12734条评论 雁塔区雁翔路中段18号（近青龙路）人均￥56
炉诱·香辣烤鱼（建设西路金萨店）,4.4分10819条评论 碑林区建设西路三二三医院对面金萨餐饮世界1楼人均￥50
盛运涮烤自助餐厅（电子正街店）,4.3分35089条评论 雁塔区电子正街与丈八东路交叉口西北角（民生百货3楼）人均￥50
同盛祥（凤城五路店）,4.7分7445条评论 未央区凤城五路26号（西安中学南门对面）人均￥33
82°C魔力焖锅（赛格国际店）,4.2分20791条评论 雁塔区长安中路123号赛格国际购物中心7楼人均￥79
飞鹿火锅,4.9分3631条评论 莲湖区西北一路3号（玉祥门里100米十字向北50米）人均￥64
一尊皇牛（文艺路店）,4.2分9138条评论 碑林区友谊路393号家春秋5楼（近文艺路）人均￥68
李想大虾（会昌路店）,4分11232条评论 临潼区会昌路和秦陵北路交叉口南行50米人均￥45
京祥铜锅涮肉,4.2分3427条评论 莲湖区劳动南路72号人均￥59
黄记煌三汁焖锅（民乐园万达店）,3.6分9264条评论 新城区解放路111号五路口东南角万达广场北区3号门5层549、550号人均￥83
鼎尚鲜火锅传奇（南长安街店）,4.3分4340条评论 长安区长安路樊家什字军人综合服务楼人均￥79
麻辣空间（咖啡街区店）,4.1分3782条评论 雁塔区光华路咖啡街区水街5号人均￥86
洪氏嗨捞·新派猪肚鸡（赛格国际店）,4.9分8548条评论 雁塔区长安中路123号赛格国际购物中心7层（长安中路与小寨东路交叉口东北角）人均￥73
好利来（万科店）,4.5分2498条评论 长安区西长安街（韦郭路、陕师大长安校区对面）人均￥38
德发长饺子（钟楼店）,4分11386条评论 莲湖区西大街3号同盛祥隔壁人均￥89
渔歌·活鱼现烤（龙首盛龙店）,4.1分11354条评论 未央区未央路盛龙广场龙首购物中心步行街三楼东区人均￥54
国花君为善餐饮,4.1分7135条评论 新城区北大街85号中图国际大厦4层人均￥49
巷子火锅,4.1分12494条评论 雁塔区长安中路金莎国际广场4楼人均￥88
同鑫楼炝锅鱼（西寨店）,4.1分5867条评论 长安区南长安街鑫园小区门面房人均￥40
锦里火锅（红旗店）,4.4分3130条评论 未央区渭滨路62号乐派广场4楼人均￥68
大队长主题火锅（凤城八路店）,4.5分12122条评论 未央区凤城八路与文景路交叉口向西100米路北（市政府西200米）人均￥81
麻辣空间（绿地世纪城店）,4分4718条评论 高新区锦业路绿地世纪城仕嘉公寓A区绿地国际俱乐部5层人均￥89
红透天自助涮烤（韦曲店）,3.9分27958条评论 长安区韦曲北街28号人均￥34
清真叁少野涮锅烧烤（民乐园店）,4.5分826条评论 新城区东新街与尚俭路十字向南40米路东（近万达国际影城）人均￥76
竹园村（劳动南路店）,4分8302条评论 碑林区劳动南路19号人均￥82
新辣道鱼火锅（李家村店）,4分9177条评论 碑林区雁塔北路李家村万达广场3层3-17、3-18号人均￥80
CoCo都可（民乐园万达店）,4.4分7854条评论 新城区解放路111号民乐园万达广场5层人均￥9
玉海港2068香辣虾（鱼化分店）,3.1分21778条评论 雁塔区科技路西口华润万家东临二楼人均￥62
伯爵工房（大寨路店）,4.1分7148条评论 雁塔区昆明池路7号恒大城14号楼10108商铺人均￥48
李想大虾火锅花园（长百新市店）,3.8分16805条评论 长安区太阳新街长百新市生活广场3楼人均￥50
大红袍重庆老火锅（临潼店）,4.1分2792条评论 临潼区文化路中段84号（左邻右舍便利店隔壁）人均￥57
御品轩（城东客运站店）,3.9分3888条评论 灞桥区纺织城客运站候车大厅内（客运站与地铁站转换层）人均￥28
鸭掌门特色火锅（文景路店）,3.9分8696条评论 未央区经开区凤城四路与文景路交叉口西南角海璟蓝寓20304号商铺人均￥58
秦风肥牛（阳阳国际店）,4分8998条评论 雁塔区朱雀大街132号阳阳国际广场3楼（交大第一附属医院对面）人均￥81
CoCo都可（小寨赛格店）,4.3分13860条评论 雁塔区长安中路123号赛格国际购物广场负二层人均￥13
伯爵工房（明德门店）,4.1分4634条评论 雁塔区朱雀大街杨家村凯旋广场d座（南方星座d座正对面）人均￥34
赛味尔蛋糕,4.7分3418条评论 临潼区人人乐超市东侧，啤酒广场人均￥32
仟禧自助涮烤（田王店）,3.7分5764条评论 灞桥区田洪正街266号中都宝丰大楼3楼人均￥48
小浪花自助涮烤,4分10487条评论 莲湖区莲湖路与立新街交叉口东北角人均￥45
土大力烤肉名家（银泰百货店）,3.9分3465条评论 碑林区西大街48号银泰中环广场银泰百货6层人均￥57
藏式秘汁烤鱼（中贸广场店）,3.9分3939条评论 碑林区南关正街16号中贸广场餐饮楼2层人均￥61
重庆四姐火锅,4分4810条评论 长安区新华街与长兴路交叉口东南角（绿园十字北行80米）人均￥81
北京老胡同烤鸭（朱雀门店）,4分10012条评论 碑林区南广济街蕾德曼酒店二楼（五味什字向南50m路西）人均￥67
麦多馅饼,4.5分3228条评论 未央区北大学城陕西科技大学时代广场西北角1楼人均￥7
鲜上鲜文鱼庄（阳阳国际店）,3.8分2687条评论 雁塔区朱雀大街132号阳阳国际广场C座2楼（近雁塔西路）人均￥88
白鹿原猪蹄坊,4.1分5834条评论 碑林区太白北路279号西北大学综合服务楼人均￥47
王府臻品火锅（长安街店）,4.5分5360条评论 长安区西长安街55号（西北饭店斜对面）人均￥58
乡村基（长乐店）,3.9分8369条评论 新城区长乐西路180号炫彩商城2楼（康复路口）人均￥25
壮仔龙虾,4.9分2283条评论 碑林区东大街万达新天地二号楼10188人均￥60
杨翔豆皮涮牛肚（明德门店）,4.9分7423条评论 雁塔区朱雀大街南段52号（华园裙楼一楼）人均￥51
重庆地瓜老火锅,4.9分4135条评论 未央区凤城四路与民经一路十字东南角（世融嘉城商铺）人均￥66
仟禧自助涮烤（高陵店）,3.8分3187条评论 高陵区南新街与东方红东路交叉口向南50米路东人均￥37
玛喜达韩国年糕料理（民生百货店）,4.6分15955条评论 碑林区东大街骡马市1号民生百货6层人均￥42
韩味坊牛排自助（长安中央广场店）,4.3分23001条评论 长安区长安中央广场奥斯卡影城西侧3F（近西北饭店）人均￥48
汉拿山（大明宫万达广场店）,4分5138条评论 未央区太华北路369号万达广场3层人均￥82
御品轩（临潼唐宫坊店）,4.2分2873条评论 临潼区会昌路临潼中心广场华润万家一楼人均￥21
顶牛兰州牛肉拉面（金花路店）,4.8分8895条评论 新城区金花南路与咸宁路交叉口北行100米人均￥13
苏浙会馆（高新店）,3.9分895条评论 雁塔区高新一路2号国家开发银行大厦裙楼1-4层人均￥98
聚丰苑北京烤鸭（大明宫店）,3.8分3018条评论 未央区太华北路242号大明宫内（近凤城一路）人均￥55
李想大虾火锅花园（万年路店）,4分8071条评论 新城区长乐路与万年路十字向北150米路东（万年饭店北150米）人均￥46
田园牧歌饭庄,4.6分2126条评论 临潼区桃园步行街北排中段人均￥27
九锅一堂（小寨赛格店）,3.8分10410条评论 雁塔区长安中路123号赛格国际购物中心7层7026人均￥39
雅泰来中西餐（解放路店）,3.8分3871条评论 新城区解放路55号（人人乐超市向南10米）人均￥52
宽塘·蛙哥虾妹（小寨臻选店）,4分7737条评论 雁塔区小寨东路赛格购物中心七楼人均￥68
嘻范·湖南菜 剁椒鱼头（凤城五路店）,4.3分750条评论 未央区凤城五路与文景路交叉口东南角斯玛特商业广场三楼（近海璟时代，西安中学南门正对面）人均￥46
清真重庆巴爷香辣鸡煲（南小巷店）,3.8分2021条评论 莲湖区西关正街189号人均￥50
安旗蛋糕（城东旗舰店）,4分1407条评论 灞桥区城东客运站广场地铁A入口人均￥23
福泰宫,4分4003条评论 莲湖区枣园西路8号人均￥46
万和源炝锅鱼·活鱼现炝（吉祥路店）,4.4分1902条评论 雁塔区吉祥路与永松路交叉口东行50米路北人均￥53
小阿妹米线（李家村店）,4.4分4873条评论 碑林区雁塔路69号华润万家一层人均￥22
赛百味（高新店）,4分4051条评论 雁塔区科技路33号世纪金花一层（近光华路西口）人均￥26
多乐客披萨（小寨店）,4.3分1994条评论 雁塔区长安中路215号西旅国际青春巷子一层14人均￥30
味立方煎饼屋（电子正街店）,3.9分3662条评论 雁塔区电子正街88号（凯悦华庭1楼）人均￥40
福聚长饺子馆,4.5分1546条评论 未央区西咸路沣东新城启航佳苑B区门口北第一家人均￥17
赵家腊汁肉（小寨店）,4.2分3543条评论 雁塔区兴善寺西街与长安中路交叉口向西400米路南人均￥14
渝老道火锅,4.2分738条评论 高新区西沣一路8号人均￥88
吉美诺蛋糕（公园北路店）,4分2572条评论 新城区公园北路88号人均￥34
泰熙家（飞炫店）,4.3分3025条评论 雁塔区兴善寺西街小寨飞炫广场一层人均￥30
王婆大虾,4.1分4430条评论 临潼区文化路北开元小区门口人均￥44
中国重庆老版火锅（科技店）,4.1分2943条评论 雁塔区科技路与博文路交叉口东50米路南人均￥87
名羊天下陕北横山铁锅炖羊肉（博文路店）,"4.4分2724条评论 雁塔区博文路与科创路十字东南角（西电科技园西侧）,近中国平安、高新一幼人均￥62"
毅祥斋老孙家泡馍（西羊市店）,4.2分33637条评论 莲湖区回民街西羊市40号（西羊市向西100米路南）人均￥22
纳家楼·新陕菜（矿山路店）,4.3分1630条评论 未央区矿山路海璟印象城B区一层（近刘南村）人均￥40
鲜上鲜文鱼庄（高新路店）,3.7分1461条评论 雁塔区高新路80号望庭国际10106（枫林绿洲西门对面）人均￥85
城市运动公园茶餐厅,4.2分975条评论 未央区未央路168号城市运动公园综合馆二楼茶餐厅（近城市运动公园体育馆）人均￥35
伯爵工房（桃园路店）,4.1分1909条评论 莲湖区丰镐东路190号人均￥42
藏式秘汁烤鱼（西北国际茶城店）,4.5分2946条评论 新城区长乐中路242号西北国际茶城4楼人均￥61
飘香盛世小阿妹米线（紫薇龙腾店）,4.1分4246条评论 雁塔区科技路1号紫薇龙腾新世界1层人均￥24
门里香葫芦头泡馍馆,4.1分4472条评论 未央区凤城一路大明宫建材家居市场西门对面人均￥16
德圣咖啡（玉祥门店）,4.2分4587条评论 莲湖区大庆路11号1幢1单元00102室人均￥44
谷麦滋（文化东路店）,4.7分3827条评论 临潼区文化东路120号（东方开元小区1区门面房）人均￥15
马勇牛羊肉,4.9分2699条评论 碑林区大学南路边西街3号（西北大学西北工业大学）人均￥48
唐武大盘鸡,4.2分2896条评论 临潼区东大街3号眼镜烤肉隔壁人均￥29
牛一嘴·中国兰州牛肉拉面（雁南四路店）,4.7分8077条评论 雁塔区雁南四路与庙坡头路交叉口北行50米路东人均￥17
泰熙家（中贸店）,4.2分1836条评论 碑林区南关正街16号中贸广场F1层人均￥29
七十二行·巴蜀锦筵餐饮,4.4分2796条评论 雁塔区二环南路东段与翠华路交叉口长安大学对面（近翠华路）人均￥67
清真·马骥家泡馍,3.9分5233条评论 雁塔区朱雀大街252号（小寨西路与子午路交叉口向北200米路西）人均￥38
Mr pig·借蹄发挥（万和城店）,4.7分2374条评论 新城区长缨西路万和城负二层4F-239号人均￥16
飘香盛世小阿妹米线（建工路人人乐店）,4.3分2867条评论 新城区公园南路人人乐超市内人均￥22
张氏宽窄巷成都名小吃（中贸店）,3.7分2023条评论 碑林区中贸广场步行街B区2层B-2-4号人均￥27
饮长安（东仪路店）,4分2732条评论 雁塔区丈八东路8号人均￥39
蜀江烤鱼（大明宫万达广场店）,4.1分9858条评论 未央区太华北路369号万达广场步行街3071-3072号人均￥75
小阿妹米线（公园南路北口店）,3.9分6275条评论 新城区公园南路北口海方商城一层人均￥22
凌云餐厅,4.8分437条评论 高陵区西韩街223号人均￥25
刘小厨·陕西菜（科技二路店）,4.7分5100条评论 雁塔区科技二路文理学院隔壁（沙井村南口斜对面）人均￥46
顺峰（唐延路店）,4.2分1224条评论 雁塔区唐延路唐延鑫苑66号楼（在唐延鑫店隔壁）人均￥158
New Day cake新一天烘焙工作室,4.8分1002条评论 雁塔区高新路88号尚品国际C座南504人均￥64
刘大饼香辣土豆片夹馍（鱼化店）,4.1分4081条评论 雁塔区鱼斗路外事学院南校区北门东9人均￥9
顺峰（南二环店）,4.5分1684条评论 雁塔区南二环东段22号（近东二环）人均￥159
帝都天元酒店（餐饮部）,4.2分606条评论 灞桥区田洪正街2598号人均￥61
玉涮坊老北京涮肉·羊蝎子（建工路总店）,4.5分3222条评论 新城区建工路19号新城科技产业园内华企大厦一层人均￥52
家阖百岁鱼（浐灞半岛店）,4.3分2688条评论 未央区浐灞生态区浐灞半岛a15区门面房10202（浐灞大道与灞柳西路交叉口西侧）人均￥50
彼岸咖啡,4.7分321条评论 高陵区泾河工业园区长庆西路天正花园小区门面（北门西侧）人均￥34
宽窄巷成都名小吃（龙湖星悦荟购物中心店）,3.8分3213条评论 莲湖区大兴东路2号龙湖西安大兴星悦荟3楼人均￥29
啃啃cake for you,4.4分1579条评论 雁塔区太白南路西万路口金泰假日花城底商8-10120（玛雅房屋隔壁）人均￥129
禾绿回转寿司（民乐园店）,3.4分1209条评论 新城区解放路万达广场5楼559号人均￥84
华美烘焙,4.3分1435条评论 雁塔区小寨路街道吉祥村吉祥商业街B-06号（西安美院西侧）人均￥63
彤德莱（立新街店）,4.9分3130条评论 莲湖区愉景华庭1022号（莲湖路与立新街交叉口、擎天桌球会所隔壁）人均￥53
牛一嘴·中国兰州牛肉拉面（凤城九路店）,3.8分7578条评论 未央区文景路与凤城九路交叉口魏玛公馆南门人均￥15
德泰楼陕菜馆,4.5分2276条评论 莲湖区莲湖路中段107号（近红湖街站）教育宾馆2楼人均￥44
美好时光凯斯乐蛋糕店,4.9分1693条评论 碑林区围墙巷2号（中贸广场北侧20米）人均￥42
清真超香米线,4.5分1294条评论 莲湖区东举院巷北口96号人均￥18
川人百味（李家村万达店）,3.7分6725条评论 碑林区雁塔路北段8号李家村万达广场3F人均￥40
站亭（小寨赛格店）,3.6分2542条评论 雁塔区长安中路123号赛格国际购物中心B2层3009人均￥21
金彤川菜（西稍门店）,3.9分1573条评论 莲湖区西关正街58号（海底捞向西200米）人均￥42
泰熙家（龙湖星悦荟店）,3.9分1491条评论 莲湖区大兴东路2号龙湖西安大兴星悦荟负一层人均￥29
大厨小馆（绿地店）,3.9分790条评论 雁塔区锦业路10130-A号（绿地世纪城饕界）人均￥46
和記丸子専買,4.5分3103条评论 雁塔区兴善寺东街新海港城负一层3号通道旁（超市这一层）人均￥10
巨炉烤吧（科技路店）,4.3分3054条评论 雁塔区科技路徐家庄南口（原杨翔豆皮涮牛肚）人均￥55
梨园宫剧院餐厅,4.3分834条评论 莲湖区大兴东路63号（小白杨公交站下车即到）人均￥72
西羊市老米家泡馍（环城南路店）,3.9分5903条评论 碑林区环城南路中段96号（阳光丽都旁）人均￥40
糊涂记（文景店）,4.3分2358条评论 未央区西安市文景路白桦林居东门西安银行三楼糊涂记人均￥30
旺顺阁鱼头泡饼（财富中心店）,4.1分737条评论 雁塔区南二环西段财富中心C座2层人均￥104
鲜红家美食餐厅,4.3分2421条评论 长安区樱花一路雅居乐外商铺30-105人均￥29
楼兰古丽新疆菜（文景路汉神店）,4.5分3278条评论 未央区凤城八路与文景路交口西南角汉神购物广场南馆4层（西安市政府斜对面）人均￥48
大厨小馆（世家星城店）,4分1022条评论 雁塔区丈八东路8A商铺人均￥47
蓉李记成都名小吃（李家村万达店）,3.8分2717条评论 碑林区李家村万达广场3楼人均￥29
SOMA蛋糕,4.5分825条评论 灞桥区鹿塬街南段60号白鹿花园东门北人均￥55
刘大饼香辣土豆片夹馍（长安店）,3.7分2783条评论 长安区航天城南长安街客运公司对面人均￥6
上野日本料理（南新街店）,4.1分1771条评论 新城区南新街10号人均￥59
韩记饺子馆,4.2分3001条评论 未央区凤城一路东段大明宫建材家居城北门对面人均￥15
德克士（临潼2店）,4分2948条评论 临潼区临潼生力广场一楼人均￥24
天宇菲尔德花园餐厅,4分2216条评论 长安区神舟三路239号天宇菲尔德酒店一层人均￥129
巷子里市井火锅,4.4分812条评论 未央区未央路塞高国际C座1楼（必胜客后面）人均￥49
面根面,3.9分3478条评论 碑林区太乙路立交西北角曼城国际商业街中心楼一楼（近太乙路立交）人均￥26
太平洋咖啡（大唐西市店）,4.1分1102条评论 莲湖区劳动南路118号西市城购物中心第1层3F1205（近西市广场雕塑）人均￥42
北京老铺烤鸭（高新店）,3.8分2161条评论 雁塔区团结南路与科技路交汇处北200米路东人均￥68
迈德思客（车站店）,3.9分3773条评论 灞桥区东城大道与柳虹路交叉口东50米路南人均￥16
迈德思客•汉堡•烤全鸡（临潼店）,4.4分1797条评论 临潼区吊庄路与陕鼓大道交叉口南50米人均￥19
天悦烤鸭精品家常菜（长乐店）,4分2800条评论 新城区长乐中路126号沣华国际酒店1-3层人均￥49
胖子牛羊肉（边西街店）,4.9分2122条评论 碑林区边西街89号（陕建公司家属院对面）人均￥80
天方食府,4.1分1199条评论 长安区书香路商业街B栋2层K区（陕师大长安校区）人均￥37
上岛咖啡（紫郡长安店）,3.8分2741条评论 雁塔区朱雀大街南段紫郡长安F2号楼二层人均￥76
清真胖小李火锅（民乐园店）,4.6分3519条评论 新城区东新街3号楼1单元1号人均￥40
华清爱琴海地中海餐厅,4分475条评论 临潼区陕鼓大道8号人均￥196
上海人家（含光路店）,4.3分1618条评论 碑林区含光路北段汉庭酒店南行30米人均￥86
金桥酒店（西北二路店）,4.7分727条评论 莲湖区西北二路一号人均￥47
SPRCOFFEE（李家村店）,4.1分1130条评论 碑林区雁塔北路52号（李家村万达广场北侧煤研宾馆一层）人均￥30
海市阁餐厅,4.2分305条评论 未央区浐灞大道1366号人均￥35
大厨小馆（友谊路店）,3.6分555条评论 碑林区友谊路黄雁村十字东南角华豪丽晶2楼人均￥44
岐风烙面皮,4.3分3043条评论 碑林区东木头市19号（骡马市南口往东100米路北）人均￥18
vkcake（曲江门店）,3.4分1399条评论 雁塔区曲江华著中城35栋人均 -
私房菜煎饼天府酸菜鱼,4分1743条评论 高陵区泾渭四路如家酒店南行50米路东人均￥28
等一个人咖啡馆,4.7分324条评论 碑林区鼓楼对面竹笆市银泰百货地下停车场往西50米人均￥26
压壹锅（龙湖星悦荟购物中心店）,3.9分1292条评论 雁塔区新开门北路888号龙湖星悦荟购物中心中厅3层人均￥44
秦巴源民间陕菜（龙湖星悦荟购物中心店）,4.5分2427条评论 莲湖区大兴东路2号与星火路十字向西100米龙湖星悦荟购物中心3楼（红庙坡）人均￥39
中国兰州牛肉拉面（大寨路店）,4.9分414条评论 莲湖区大寨路1号8幢1单元10101室（大寨路华府新桃园南门）人均￥15
福茂源陕北铁锅羊肉·烧烤（高新路店）,4.1分2099条评论 雁塔区高新路与科技四路十字东南角（枫林绿洲小区北门西侧A9公馆商业二层）人均￥82
七里香蒸饺（都市印象店）,3.6分6377条评论 雁塔区西辛庄800路站牌处都市印象门面10-1001（丈八北路唐兴路十字东北角）人均￥24
大城小鸡黄焖鸡排骨米饭（铁塔寺北街店）,3.6分194条评论 莲湖区铁塔寺北街2-14号人均￥15
迈德思客（郭杜店）,3.8分1953条评论 长安区郭杜东街润家购物广场对面人均￥15
芙利来·网红轻奢蛋糕（石家街店）,4.1分1514条评论 新城区东元西路8号（石家街站彩云郡小区东临加油站斜对面）人均￥36
鸭掌门特色火锅（长安店）,3.7分4359条评论 长安区韦曲西街十字向南50米路西（长安酒厂南）人均￥57
DQ（解放万达店）,4.4分1603条评论 新城区解放路111号五路口东南角万达广场南区5层535人均￥31
巴黎圣曼蛋糕（东城大道店）,4.7分438条评论 灞桥区东城大道兴阎小区底商3号铺人均￥50
赵家腊汁肉（高新总店）,4.1分2055条评论 雁塔区科技路与高新四路十字向北200米路西（新西蓝二期楼下）人均￥15
春发芽葫芦头,3.7分1938条评论 雁塔区吉祥路129号太白小区十字东北角蛐蛐火锅旁边人均￥34
大益膳房（纺织城店）,4.3分754条评论 灞桥区鹿塬街中段388号（灞桥分局南行200米）人均￥94
小哥过桥米线（海港城店）,4分1030条评论 雁塔区长安中路169号旺角广场秋云小吃城3楼人均￥15
纳家楼·新陕菜（玄武路店）,4.3分1578条评论 未央区玄武路西口尚品雅苑1楼（惠仁医院附近）人均￥40
猫堂小站猫咪主题馆,4.9分2341条评论 雁塔区小寨十字东南角华旗国际A座16层1631室人均￥29
胡杨林餐厅,4.1分1313条评论 高新区光华路72号（近高新路，导航医院旁）人均￥48
侏罗纪原生态咖啡,4.3分951条评论 新城区解放路民乐园万达广场1号门与2号门之间中央通道内人均￥32
华元饭庄（柳巷店）,4.8分1161条评论 灞桥区华清东路82号（近灞桥火车站，东城大道与柳亭路路口北侧）人均￥30
九成香木桶鱼老火锅（科技路店）,3.9分2497条评论 雁塔区科技路与丈八北路十字东北角（华润万家超市西门3楼）人均￥68
古城一品私房开锅羊肉,4.4分467条评论 雁塔区朱雀大街南段紫郡长安C6号楼一单元102（华夏银行旁东门）人均￥48
紫燕百味鸡（丈八北路店）,4.3分4278条评论 雁塔区丈八北路709号7栋1单元10112室人均￥19
秦皖嫩江鱼,4分442条评论 新城区大明宫遗址区含元路394号人均￥42
腾云铁板烧,4.9分283条评论 未央区未央路和凤城一路交叉口雅荷花园A36栋楼2单元（工商局对面西边30米）人均￥92
海江河文鱼火锅,4.7分1247条评论 未央区东二环与矿山路交叉口向东800米路南（煤矿机械厂对面）人均￥81
THREE叄壹烘焙,4.5分1610条评论 莲湖区大兴东路龙湖MOCO国际1-1-11708室人均￥40
久沐·贵妃醉酒,4.4分2251条评论 碑林区竹笆市中段115号人均￥45
果果家的鱼（东仪路店）,3.8分3130条评论 雁塔区东仪路3号东怡宾馆1楼（邻近南大明宫石油大学）人均￥59
