names,scores,longitude,latitude,mean_price,comment,cluster
膳当家黄焖鸡米饭（西安工业大学店）,4.6,108.990437,34.380059,17,2137,5
云尚咖啡茶语,3.9,108.939364,34.235528,57,505,1
同興福牛羊肉泡馍,4.5,108.939328,34.245759,24,669,5
牛祥天下·中國蘭州牛肉拉麵泡馍（小寨店）,3.8,108.953341,34.225396,17,1477,1
金牌铜锅,4.4,108.939001,34.302274,30,199,5
生日饼屋,4.5,109.319105,34.142776,15,464,5
有酸有辣,3.7,108.930538,34.223428,37,944,1
恒河印度餐厅,4.3,108.966066,34.215691,57,353,5
黑面蔡（西市城购物中心店）,4.6,108.909777,34.245300,9,6295,3
辣动时代自助小火锅（桃园路店）,4.2,108.900939,34.264781,26,672,5
君富莱大酒店,4.1,108.941319,34.311001,59,945,1
新概念文景酒楼,4.1,108.937223,34.315144,54,631,1
千花寿司（灞业大境店）,4.4,109.029424,34.264689,38,197,5
歌思泊咖啡,4.4,108.945493,34.242589,29,1236,5
聚宾楼,4.0,108.886549,34.223265,60,1481,1
东关吉祥腊汁肉夹馍（北关店）,3.8,108.947937,34.279907,11,2440,1
老城印象餐厅,4.3,108.949066,34.289419,35,1110,5
陈二毛肥牛火锅（东郊店）,4.1,109.051953,34.273311,68,934,1
李先生（西安火车站店）,4.5,108.963213,34.275580,22,1598,5
大海子西府民俗村（高新店）,4.1,108.917114,34.226374,45,775,1
京顺福涮锅,3.9,108.964417,34.258940,46,970,1
嘉华鱼火锅,4.1,108.945047,34.167457,35,737,1
孔乙己小馆（王府井百货店）,3.6,108.948886,34.249332,82,490,1
黄食福（唐都店）,4.6,109.060583,34.282179,41,957,5
晋味轩（万兴广场店）,4.4,109.064648,34.262665,46,1009,5
7石咕噜鱼 纸包鱼（郭杜东街店）,3.8,108.869701,34.159970,62,480,1
雲盖茶（汉神购物广场店）,4.4,108.936556,34.339341,17,3725,5
国人川菜（高新店）,3.9,119.929878,31.643923,48,338,1
秦州锅贴馆（建国路店）,4.7,108.965232,34.254885,19,563,4
鸭掌门特色火锅（周至店）,3.3,108.218339,34.157862,31,995,1
怡香秦豆皮涮牛肚（立丰国际店）,3.7,108.997582,34.247406,50,4935,1
康美澄城水盆羊肉,3.8,109.045321,34.318520,24,401,1
川渝人家（时尚店）,4.3,108.919366,34.204311,49,500,5
七婆串串香火锅（李家堡店）,4.4,109.026100,34.300754,37,259,5
川味轩（八府庄店）,3.9,108.986875,34.293500,25,727,1
西岸人文咖啡馆,4.6,109.317211,34.152249,36,230,5
国力仁和川菜（李家村店）,4.0,108.962907,34.244524,51,1697,1
康利来烘焙,4.1,109.094771,34.530906,27,633,1
紫鑫阁饭庄（长安店）,4.1,108.928491,34.158349,81,387,1
花之林人文茶馆私房菜（凤城八路店）,4.7,108.937679,34.340962,57,1219,4
鸿福川菜鱼,4.0,108.939196,34.137703,30,144,1
青都里·司厨（大唐通易坊店）,4.1,108.958047,34.218407,131,1096,1
70年代土灶台餐厅（阎良旗舰店）,4.2,109.213574,34.667692,40,220,5
新元海鲜粥城（西稍门店）,4.5,108.905806,34.251157,62,1109,5
李想大虾火锅花园,4.5,109.239265,34.662650,48,2770,5
逸果（万和城购物中心店）,4.3,108.994647,34.278840,10,1615,5
老北京涮锅,4.3,108.931257,34.261045,50,191,5
天朗森柏大酒店,3.7,108.867425,34.234075,86,474,1
喵cafe·猫咪咖啡（含光店）,4.6,108.933512,34.254397,27,133,5
新鲜空间蛋糕,4.5,108.900697,34.217115,60,593,5
DAIYA黛雅原装进口蛋糕（高新店）,5.0,108.907698,34.236811,129,1440,4
荒岛咖啡厅,4.9,108.962774,34.242318,28,327,4
青都里日本料理（东二环店）,4.1,108.996260,34.244362,104,1528,1
美蛙耗儿鱼天天小厨（长乐公园店）,4.7,109.001294,34.263623,58,230,4
味道私语（红旗小区店）,3.9,109.238749,34.654162,30,455,1
味品轩西饼屋（西北大学店）,4.6,108.923464,34.241153,50,333,5
韶山村湖南土菜馆,3.8,108.937232,34.162264,27,213,1
赵记腊汁肉店（凤华路店）,4.5,108.933894,34.323563,15,2997,5
民俗百家姓饭店,3.8,109.062752,34.270747,43,642,1
丽都名人食府,4.0,108.872587,34.240910,52,1439,1
名典咖啡语茶（长安店）,3.7,108.926477,34.156903,56,593,1
壹家韩品（中贸广场店）,4.4,108.946431,34.242517,28,1051,5
大秦老碗搅团（大秦店）,4.9,108.826107,34.264335,53,364,4
清真华宇开锅羊肉,4.8,108.927573,34.328890,67,569,4
澄吉轩澄城老孙水盆羊肉（光华路店）,4.4,108.919386,34.228406,25,823,5
迈德思客（子午镇店）,3.8,108.901394,34.053009,17,579,1
锅总裁傻得冒·冒菜,4.1,109.066113,34.258525,25,1814,1
重庆鸡公煲（盛世商都店）,4.3,108.947100,34.223246,31,271,5
三味渔府（红庙坡店）,4.6,108.921586,34.283986,84,494,5
迈德思客（思源学院店）,4.2,109.079791,34.235194,14,94,5
真爱骊山之大秦小宴,4.4,109.179368,34.366418,115,854,5
玖味香煎饼屋（交大店）,4.2,108.986117,34.240973,35,459,5
百代鸡（北大街秋林店）,4.3,108.947444,34.272556,22,1045,5
澄城水盆羊肉,3.8,108.928735,34.217992,25,733,1
鮮芋仙（新世界百货店）,4.2,108.942758,34.260578,28,797,5
大自在火锅（三桥店）,4.4,108.824016,34.259261,82,1138,5
70年代土灶台,3.9,109.231121,34.382400,30,334,1
骊山十三花民俗餐厅,4.5,109.259722,34.413941,61,206,5
米旗（科技路西口店）,3.7,108.873245,34.236985,22,589,1
田味记秘制花甲,4.9,108.938163,34.249545,20,916,4
辣人张传奇菌香大盘鸡大盆骨（建章路总店）,4.4,108.838848,34.310141,25,1180,5
阿庆驴肉馆,4.3,108.958644,34.326345,63,96,5
LJ重庆鸡公煲,4.3,108.837486,34.128848,25,392,5
千福聚北京果木烤鸭（三桥店）,4.2,108.830110,34.288535,17,1157,5
绿梦（金花路理工大店）,4.2,108.996297,34.254394,20,3918,5
客满堂石锅鱼,3.9,109.222639,34.375936,30,1091,1
花之林人文茶馆私房菜（高新店）,4.4,108.892679,34.215547,54,1093,5
老跳跳水鱼· 馋嘴蛙,3.6,108.905738,34.249923,83,3046,1
麟州香铁锅炖羊肉•地道陕北菜,3.9,108.980453,34.215223,95,90,1
子午路张记（立丰国际店）,4.3,108.997582,34.247406,20,1535,5
星宇轩酒楼,4.2,108.932439,34.324352,30,73,5
龙城韩式烧烤,4.9,108.914780,34.216321,59,1221,4
红堡REDFORT（大唐西市总店）,4.9,108.906691,34.245462,63,254,4
澳门德兴海鲜火锅（华融店）,3.9,108.938201,34.230555,112,598,1
子午路张记·米饭铺子（边家村店）,3.9,108.922282,34.235170,15,1117,1
知一咖啡馆（南大学城店）,4.3,108.893974,34.158515,44,225,5
君泽邑茶庄,4.2,108.907421,34.213738,50,181,5
（火）叁宝烤肉（含光路店）,4.3,108.933446,34.244293,49,255,5
辣动时代自助小火锅（工农路店）,3.9,108.933418,34.279039,31,430,1
方欣红霓·欧华堂中餐厅,4.6,108.893289,34.285468,59,323,5
懒小萌三汁养生焖锅,4.8,108.902981,34.282595,63,2542,4
宗江大酒楼,4.1,108.918919,34.204825,60,127,1
百代鸡（新东尚店）,3.9,109.018984,34.259676,20,856,1
马记擀面皮,4.9,108.946725,34.208870,6,437,4
陈府汉中菜（铁通商务店）,4.7,108.926399,34.231299,56,1067,4
迈德思客（余下店）,3.5,116.240578,23.586702,16,332,1
唐筵酒肆,4.3,108.890552,34.221733,67,128,5
吉美诺手感烘焙,4.4,109.016403,34.271050,38,638,5
祥丰饺子馆,4.4,109.040099,34.316821,17,457,5
斯威特蛋糕,5.0,109.234161,34.663673,20,984,4
川渝人家（木子园店）,4.3,109.008441,34.244506,49,263,5
蘑菇爱上饭（科技四路店）,4.1,108.880325,34.218542,18,129,1
毛师傅新疆椒麻鸡（大唐西市店）,4.9,108.905790,34.251075,35,112,4
大鼓米线（西安万和城DM店）,4.0,108.994647,34.278840,30,1863,1
艾米DIY蛋糕店,4.9,108.931458,34.288300,58,256,4
四云奶盖贡茶（凯德广场店）,4.6,108.936471,34.228613,14,2683,5
兰蒂雪（李家村店）,4.5,108.965766,34.237491,9,144,5
宽塘·蛙哥虾妹（万和城店）,4.2,108.994713,34.278321,67,1723,5
广信猪骨煲·猪肚鸡（万和城购物中心店）,4.9,108.994640,34.278776,66,1280,4
桑娅军农家乐,5.0,108.840137,34.048437,40,32,4
雷师傅大灶台,4.7,109.058620,34.382984,38,95,4
乡党臊子面（丰庆公园店）,4.9,108.900391,34.250226,30,3817,4
核桃树餐厅（春秋舍设计师酒店）,4.9,109.057055,34.270180,50,135,4
鹿港小镇（赛格国际店）,3.5,108.947616,34.223172,73,2587,1
福亭日式拉面,4.9,108.962774,34.242318,28,226,4
海升酒店国食天香中餐厅,4.9,108.885323,34.214519,95,389,4
晋运胡子大盘鸡拌面,4.2,109.081111,34.233038,20,209,5
盛夏光年蛋糕理想国,5.0,103.875763,30.582340,9,472,4
众家灯火煎饼·家常菜（省体育场店）,4.4,108.946525,34.233100,34,1830,5
辣呦（南二环店）,4.6,108.930229,34.229575,49,1736,5
伯爵工房（响塘路店）,4.9,108.872677,34.237645,43,1159,4
怡景小厨,4.6,108.895377,34.251788,42,670,5
富森中国菜,4.1,108.957482,34.257335,44,252,1
渔歌·活鱼现烤（西市城购物中心店）,4.1,108.909777,34.245300,49,5936,1
金三顺紫菜包饭（万和城店）,4.1,108.994647,34.278840,19,1938,1
思香特西点屋,4.5,109.091038,34.531073,30,363,5
鑫和炝锅鱼（大寨路店）,3.8,108.873128,34.244706,43,2139,1
重庆四座火锅,4.0,108.988440,34.267754,79,460,1
永阳坊艺术餐厅,4.8,108.895896,34.199830,80,168,4
小阿妹米线（南门店）,4.6,108.950755,34.249054,20,1882,5
草根擀面（高新六路北口店）,4.7,108.876673,34.236558,16,2880,4
鸿瑞餐厅,4.3,112.543236,37.879358,65,99,5
雕刻时光咖啡馆（师大路店）,4.6,108.948516,34.205111,45,267,5
那家土灶（二分店）,4.7,108.815020,34.041954,71,126,4
清真·老义烤肉（明德门店）,4.0,108.933926,34.201517,36,490,1
外婆印象（交大店）,4.3,108.989460,34.247776,40,1951,5
吉米屋,4.6,109.083198,34.236481,30,184,5
小滇锅过桥米线（西市城购物中心店）,4.3,108.909777,34.245300,24,3161,5
ZOO COFFEE（曼蒂广场店）,3.9,108.964398,34.214876,35,306,1
荷花餐饮,4.1,108.932633,34.255578,40,1830,1
姥家大锅台,4.6,108.940800,34.201873,53,272,5
香八度西饼店（现代学院店）,4.5,108.794419,34.048946,19,269,5
外婆印象（含光店）,4.4,108.932237,34.233375,48,1911,5
清真大城小味旋转火锅,4.7,108.936411,34.261245,31,2430,4
九点咖啡（咸宁西路店）,4.9,114.336739,29.826011,25,125,4
锦记老铜锅（玉祥门店）,4.9,108.926051,34.273577,67,1338,4
火狼大盘鸡,4.8,108.898563,34.263462,33,1582,4
萤初炉端烧（高新四路店）,4.6,108.897720,34.238774,122,233,5
白记重庆鸡公煲麻辣香锅,4.0,108.897738,34.155044,25,113,1
赛拉维（太白印象城店）,4.4,108.922347,34.235323,32,681,5
塞纳河法国餐厅（唐延路店）,4.5,108.890806,34.240414,254,905,5
蜀石文化火锅店,4.5,109.213458,34.661000,63,882,5
万德福蛋糕,4.4,109.006059,34.462402,15,92,5
玲珑雪蒸饺,4.4,109.219005,34.373834,40,878,5
中国重庆老版火锅（建西店）,4.1,108.956928,34.245661,76,2860,1
旺客基黄焖鸡米饭（西大街店）,4.0,108.930663,34.257443,17,378,1
大家烤羊庄（长安店）,4.5,108.840042,34.047441,111,81,5
粥王府,4.1,108.920842,34.259560,47,3841,1
皇品聚葫芦头,4.7,108.928071,34.209400,30,445,4
香辣土豆片夹馍,4.9,108.930192,34.314864,6,2208,4
威尔佳酒店秦粤轩餐厅,4.9,108.923095,34.294248,42,160,4
上座火锅（曲江店）,4.4,108.975311,34.208473,96,338,5
瑞成名仕酒店（丈八东路旗舰店）,4.5,108.923486,34.197258,161,53,5
京御煌三汁焖锅（赛格国际店）,4.5,108.947616,34.223172,72,11743,3
外婆印象（西五路店）,4.3,108.954086,34.273528,43,489,5
回坊人家（自强西路店）,4.4,108.922809,34.280059,29,331,5
Mercado Gran Cafe梅卡尔多咖啡厅（盛美利亚酒店）,4.1,108.977306,34.208071,197,216,1
年代陕北,4.1,108.969583,34.210680,54,283,1
秦八百里陕菜（龙湖星悦荟购物中心店）,3.9,108.992415,34.217584,33,423,1
奈九居酒屋（高新总店）,4.0,108.892575,34.235316,105,663,1
旺客基黄焖鸡米饭（西大街店）,4.0,108.930663,34.257443,17,378,1
大家烤羊庄（长安店）,4.5,108.840042,34.047441,111,81,5
粥王府,4.1,108.920842,34.259560,47,3841,1
皇品聚葫芦头,4.7,108.928071,34.209400,30,445,4
香辣土豆片夹馍,4.9,108.930192,34.314864,6,2208,4
威尔佳酒店秦粤轩餐厅,4.9,108.923095,34.294248,42,160,4
上座火锅（曲江店）,4.4,108.975311,34.208473,96,338,5
瑞成名仕酒店（丈八东路旗舰店）,4.5,108.923486,34.197258,161,53,5
京御煌三汁焖锅（赛格国际店）,4.5,108.947616,34.223172,72,11743,3
外婆印象（西五路店）,4.3,108.954086,34.273528,43,489,5
回坊人家（自强西路店）,4.4,108.922809,34.280059,29,331,5
Mercado Gran Cafe梅卡尔多咖啡厅（盛美利亚酒店）,4.1,108.977306,34.208071,197,216,1
年代陕北,4.1,108.969583,34.210680,54,283,1
秦八百里陕菜（龙湖星悦荟购物中心店）,3.9,108.992415,34.217584,33,423,1
奈九居酒屋（高新总店）,4.0,108.892575,34.235316,105,663,1
