name,scores,address,mean_price,comment
民俗百家姓饭店,3.8,灞桥区纺二路与纺织城正街交叉口东北角,43,642
丽都名人食府,4.0,雁塔区科技路西口向北200米（丽都商务酒店1楼）,52,1439
名典咖啡语茶（长安店）,3.7,长安区西长安街钼都大厦裙楼2-3层（近西长安街）,56,593
壹家韩品（中贸广场店）,4.4,碑林区中贸广场15号楼1层,28,1051
大秦老碗搅团（大秦店）,4.9,未央区天台路大秦七十二坊东排1-2号,53,364
清真华宇开锅羊肉,4.8,未央区凤城五路与明光路十字西南角刘家村社区A楼2F,67,569
澄吉轩澄城老孙水盆羊肉（光华路店）,4.4,雁塔区光华路东段（太白南路光华路十字东100米）,25,823
迈德思客（子午镇店）,3.8,长安区子午北街子午万家超市门口,17,579
锅总裁傻得冒·冒菜,4.1,灞桥区纺织正街与纺六路十字西北角,25,1814
重庆鸡公煲（盛世商都店）,4.3,长安区西北政法大学西门对面盛世商都负一层（面向中国航天504研究所）,31,271
三味渔府（红庙坡店）,4.6,莲湖区星火路14号海纳汉唐御府小区商铺四楼（老城根向南100米路西）,84,494
迈德思客（思源学院店）,4.2,灞桥区敏行路思源学院综合楼1楼（篮球场西侧）,14,94
真爱骊山之大秦小宴,4.4,临潼区凤凰大道15号（近西安至临潼高速临潼出口）,115,854
玖味香煎饼屋（交大店）,4.2,碑林区友谊东路8号（交大南门向东200米路南）,35,459
百代鸡（北大街秋林店）,4.3,新城区新北大街167号西安秋林宏业商厦1层,22,1045
澄城水盆羊肉,3.8,雁塔区含光路南段美院向北100米路西（近罗家寨村）,25,733
鮮芋仙（新世界百货店）,4.2,莲湖区北大街1号（近地铁2号线钟楼站A口出口）,28,797
大自在火锅（三桥店）,4.4,未央区三桥和平村十字西南角伯乐城市广场6层,82,1138
70年代土灶台,3.9,临潼区万年路与体育路十字交汇处东北角,30,334
骊山十三花民俗餐厅,4.5,临潼区108国道骊山新家园广场窑洞群,61,206
米旗（科技路西口店）,3.7,雁塔区科技路西口华润万家对面（近肯德基）,22,589
田味记秘制花甲,4.9,碑林区振兴路爱菊厨房旁,20,916
辣人张传奇菌香大盘鸡大盆骨（建章路总店）,4.4,未央区三桥建章路民航学院向北200米路西北双凤村对面,25,1180
阿庆驴肉馆,4.3,未央区凤城四路东段雅荷四季城北门CS10103号,63,96
LJ重庆鸡公煲,4.3,长安区西安电子科技大学长安校区北门,25,392
千福聚北京果木烤鸭（三桥店）,4.2,未央区三桥安置新村6排1栋3号（三桥地铁站B口西行500米）,17,1157
绿梦（金花路理工大店）,4.2,新城区东二环路西安理工大学东门斜对面,20,3918
客满堂石锅鱼,3.9,临潼区东三岔秦陵北路维也纳国际酒店旁,30,1091
花之林人文茶馆私房菜（高新店）,4.4,雁塔区庄严巷高新路86号,54,1093
老跳跳水鱼· 馋嘴蛙,3.6,莲湖区老机场巷丰庆苑小区斜对面,83,3046
麟州香铁锅炖羊肉•地道陕北菜,3.9,雁塔区北池头一路曲江海洋世界北100米（中国银行旁）,95,90
子午路张记（立丰国际店）,4.3,碑林区金花南路58号立丰国际6楼,20,1535
星宇轩酒楼,4.2,未央区凤华路文景观园16号原丽轩大酒店门店（近明光路）,30,73
龙城韩式烧烤,4.9,雁塔区电子一路98号（石油大学后街）,59,1221
红堡REDFORT（大唐西市总店）,4.9,莲湖区劳动南路大唐西市118号丝绸之路风情街红堡印度区（中影国际影城楼下，英伦时光咖啡，杏记甜品）,63,254
澳门德兴海鲜火锅（华融店）,3.9,碑林区南二环西段21号华融国际商务大厦四层,112,598
子午路张记·米饭铺子（边家村店）,3.9,碑林区太白路188号,15,1117
知一咖啡馆（南大学城店）,4.3,长安区西长安街919号万科生活广场B座1层,44,225
君泽邑茶庄,4.2,雁塔区太白南路与电子二路西口十字天桥对面（西安文理学院东门）,50,181
（火）叁宝烤肉（含光路店）,4.3,碑林区友谊西路与含光路十字北50米路西强氏喜阿婆隔壁,49,255
辣动时代自助小火锅（工农路店）,3.9,莲湖区工农路3号（工农路小学向南10米）,31,430
方欣红霓·欧华堂中餐厅,4.6,莲湖区大兴东路88号,59,323
懒小萌三汁养生焖锅,4.8,莲湖区丰禾路鑫苑大都汇商场四楼,63,2542
宗江大酒楼,4.1,雁塔区电子四路二〇五所社区对面,60,127
百代鸡（新东尚店）,3.9,新城区韩森路新东尚西区4号楼1层,20,856
马记擀面皮,4.9,雁塔区长安南路外国语院门口,6,437
陈府汉中菜（铁通商务店）,4.7,雁塔区南二环西段98号铁通商务酒店2楼（太白立交旁）,56,1067
迈德思客（余下店）,3.5,鄠邑区中心南街61号秦丰棉织厂南20米,16,332
唐筵酒肆,4.3,雁塔区唐延路25号银河产业科技园1楼（近科技三路）,67,128
吉美诺手感烘焙,4.4,新城区幸福北路11号门面,38,638
祥丰饺子馆,4.4,未央区浐灞大道A15区18号楼10201商铺,17,457
斯威特蛋糕,5.0,阎良区文化东路与公园街交叉口向西50米路南,20,984
川渝人家（木子园店）,4.3,新城区建工路中段9号,49,263
蘑菇爱上饭（科技四路店）,4.1,雁塔区科技四路南窑头西区69排4号,18,129
毛师傅新疆椒麻鸡（大唐西市店）,4.9,莲湖区大唐西市西市北路加油站对面老机场便民市场内,35,112
大鼓米线（西安万和城DM店）,4.0,新城区长樱东路与金花路交叉口（华东万和城五层）,30,1863
艾米DIY蛋糕店,4.9,莲湖区永新路15号新都花园3号楼一单元9楼E户（近龙首村）,58,256
四云奶盖贡茶（凯德广场店）,4.6,雁塔区南二环朱雀路转盘西南凯德广场负1层（近凯德广场西门，Tata）,14,2683
兰蒂雪（李家村店）,4.5,碑林区雁塔路中段13号（建筑科技大学内自强大道）,9,144
宽塘·蛙哥虾妹（万和城店）,4.2,新城区长缨西路胡家庙十字华东万和城5楼,67,1723
广信猪骨煲·猪肚鸡（万和城购物中心店）,4.9,新城区胡家庙十字西北角长缨西路1号万和城购物中心4楼北头,66,1280
桑娅军农家乐,5.0,长安区上王村古镇东三街115号,40,32
雷师傅大灶台,4.7,灞桥区新筑街道十字路口向西50米（新合税务所对面）,38,95
乡党臊子面（丰庆公园店）,4.9,莲湖区桃园南路丰庆公园东北角（丰庆宫酒店院内）,30,3817
核桃树餐厅（春秋舍设计师酒店）,4.9,灞桥区纺西路238号半坡国际艺术区内春秋舍设计师酒店一层（近半坡地铁站）,50,135
鹿港小镇（赛格国际店）,3.5,雁塔区长安路123号赛格国际购物中心7楼,73,2587
福亭日式拉面,4.9,碑林区李家村万达一栋二单元29层2904室（近小憩驿站酒店）,28,226
海升酒店国食天香中餐厅,4.9,雁塔区高新区沣惠南路34号（近西安工业科技学院）,95,389
晋运胡子大盘鸡拌面,4.2,灞桥区弘知路与敏行路交叉口向南38米,20,209
盛夏光年蛋糕理想国,5.0,鄠邑区人民路冠沣国际北门口,9,472
众家灯火煎饼·家常菜（省体育场店）,4.4,碑林区长安北路省体育场东门北侧体育用品广场二层,34,1830
辣呦（南二环店）,4.6,碑林区南二环路246号,49,1736
伯爵工房（响塘路店）,4.9,雁塔区科技路与丈八北路十字东北角（华润万家超市西门1203）,43,1159
怡景小厨,4.6,莲湖区怡景花园酒店7楼,42,670
红天下地摊鱼火锅·黄食福（咸宁东路店）,4.3,灞桥区咸宁东路429号（近揽月楼）,46,313
富森中国菜,4.1,碑林区东大街菊花园9号富森城市酒店1楼（东大街西安饭庄、中国银行路口）,44,252
渔歌·活鱼现烤（西市城购物中心店）,4.1,莲湖区劳动南路1号西市城购物中心3楼,49,5936
金三顺紫菜包饭（万和城店）,4.1,新城区长缨西路万和城负二层4F-230,19,1938
思香特西点屋,4.5,高陵区东方红路110号外贸商城对面（宏博小区隔壁）,30,363
鑫和炝锅鱼（大寨路店）,3.8,雁塔区大寨路与丈八北路交叉口东南角新乐城商铺二楼,43,2139
重庆四座火锅,4.0,新城区兴庆北路219号4幢3层20301号,79,460
永阳坊艺术餐厅,4.8,雁塔区太白南路与丈八东路交叉口西北角高山流水·和城6幢,80,168
小阿妹米线（南门店）,4.6,碑林区仁义路宏信国际花园西门旁,20,1882
草根擀面（高新六路北口店）,4.7,雁塔区科技路米罗蓝山西南角（靠近进家门）,16,2880
鸿瑞餐厅,4.3,雁塔区唐延路与丈八东路交叉口东北角山西省妇女儿童活动中心院内,65,99
雕刻时光咖啡馆（师大路店）,4.6,雁塔区雁塔路师大路41号（二楼西侧）,45,267
那家土灶（二分店）,4.7,长安区210国道沣峪口紫薇山庄斜对面,71,126
清真·老义烤肉（明德门店）,4.0,雁塔区明德西路10号新天地小区前排,36,490
外婆印象（交大店）,4.3,碑林区兴庆路159号常春藤花园商业街E–1–1（常春藤花园南区北门口）,40,1951
吉米屋,4.6,灞桥区狄寨街道思源商业街,30,184
小滇锅过桥米线（西市城购物中心店）,4.3,莲湖区劳动南路1号西市城购物中心B1楼,24,3161
ZOO COFFEE（曼蒂广场店）,3.9,雁塔区雁南一路9号曼蒂广场2层（大唐不夜城新乐汇民生百货东侧）,35,306
荷花餐饮,4.1,莲湖区含光门里甜水井街101号（甜水井十字东南角）,40,1830
姥家大锅台,4.6,雁塔区天坛西路丁字路口向南150（秦湘宴旁）,53,272
香八度西饼店（现代学院店）,4.5,长安区西北大学现代学院内（大学生超市隔壁）,19,269
外婆印象（含光店）,4.4,碑林区含光北路23号九锦台北区3楼,48,1911
清真大城小味旋转火锅,4.7,莲湖区西大街大学习巷37号（石家包子旁边）,31,2430
九点咖啡（咸宁西路店）,4.9,碑林区咸宁西路29号咸宁国际广场1单元1901（兴庆宫公园南门向西500米路北尊良口腔旁）,25,125
锦记老铜锅（玉祥门店）,4.9,莲湖区西北一路136号（广仁寺对面）,67,1338
火狼大盘鸡,4.8,莲湖区丰登路与团结东路丁字口向东50米路南,33,1582
萤初炉端烧（高新四路店）,4.6,雁塔区高新四路中段朗臣大厦1楼长安银行内,122,233
白记重庆鸡公煲麻辣香锅,4.0,长安区陕西师范大学书香广场一楼,25,113
赛拉维（太白印象城店）,4.4,碑林区太白北路太白印象城一楼,32,681
塞纳河法国餐厅（唐延路店）,4.5,雁塔区唐延路北段59号唐延鑫苑3号楼1幢,254,905
蜀石文化火锅店,4.5,阎良区迎宾北路北段路西（华盛宫酒店隔壁）,63,882
万德福蛋糕,4.4,高陵区泾渭路杨官寨菜市场后第三条街店门路东,15,92
玲珑雪蒸饺,4.4,临潼区东关街52号（东关街与人民东路交叉口南行100米）,40,878
中国重庆老版火锅（建西店）,4.1,碑林区建西街138号,76,2860
旺客基黄焖鸡米饭（西大街店）,4.0,莲湖区西安市莲湖区夏家十字小区柴家十字商业用房10号楼10120号,17,378
大家烤羊庄（长安店）,4.5,长安区滦镇上王村东五街（近环山路沣峪口转盘往东1.5公里）,111,81
粥王府,4.1,莲湖区西关正街83号（西门外西行100米路北）,47,3841
皇品聚葫芦头,4.7,雁塔区东仪路202号四十六中北隔壁,30,445
香辣土豆片夹馍,4.9,莲湖区龙首北路龙首原十字东南角人人乐超市负一层潮尚美食广场内,6,2208
威尔佳酒店秦粤轩餐厅,4.9,未央区朱宏路888号（鸵鸟王大厦向北50米路东）,42,160
上座火锅（曲江店）,4.4,雁塔区芙蓉南路芙蓉新天地3号楼4层（大唐芙蓉园南门对面）,96,338
瑞成名仕酒店（丈八东路旗舰店）,4.5,雁塔区丈八东路与东仪路十字西南角（近521医院）,161,53
京御煌三汁焖锅（赛格国际店）,4.5,雁塔区长安中路123号赛格国际购物中心7层（与小寨东路交叉口东北角）,72,11743
外婆印象（西五路店）,4.3,新城区西五路81号（省老干部活动中心一楼）,43,489
回坊人家（自强西路店）,4.4,莲湖区自强西路359号回坊人家（自强西路）,29,331
Mercado Gran Cafe梅卡尔多咖啡厅（盛美利亚酒店）,4.1,雁塔区曲江新区曲江池西路1666号，盛美利亚酒店1楼（大唐芙蓉园南门）,197,216
年代陕北,4.1,雁塔区芙蓉西路90号（大唐芙蓉园西门南对面）,54,283
秦八百里陕菜（龙湖星悦荟购物中心店）,3.9,雁塔区新开门北路888号龙湖星悦荟购物中心3层,33,423
奈九居酒屋（高新总店）,4.0,雁塔区科技路50号金桥国际广场1层（星巴克，东东包）,105,663
旺客基黄焖鸡米饭（西大街店）,4.0,莲湖区西安市莲湖区夏家十字小区柴家十字商业用房10号楼10120号,17,378
大家烤羊庄（长安店）,4.5,长安区滦镇上王村东五街（近环山路沣峪口转盘往东1.5公里）,111,81
粥王府,4.1,莲湖区西关正街83号（西门外西行100米路北）,47,3841
皇品聚葫芦头,4.7,雁塔区东仪路202号四十六中北隔壁,30,445
香辣土豆片夹馍,4.9,莲湖区龙首北路龙首原十字东南角人人乐超市负一层潮尚美食广场内,6,2208
威尔佳酒店秦粤轩餐厅,4.9,未央区朱宏路888号（鸵鸟王大厦向北50米路东）,42,160
上座火锅（曲江店）,4.4,雁塔区芙蓉南路芙蓉新天地3号楼4层（大唐芙蓉园南门对面）,96,338
瑞成名仕酒店（丈八东路旗舰店）,4.5,雁塔区丈八东路与东仪路十字西南角（近521医院）,161,53
京御煌三汁焖锅（赛格国际店）,4.5,雁塔区长安中路123号赛格国际购物中心7层（与小寨东路交叉口东北角）,72,11743
外婆印象（西五路店）,4.3,新城区西五路81号（省老干部活动中心一楼）,43,489
回坊人家（自强西路店）,4.4,莲湖区自强西路359号回坊人家（自强西路）,29,331
Mercado Gran Cafe梅卡尔多咖啡厅（盛美利亚酒店）,4.1,雁塔区曲江新区曲江池西路1666号，盛美利亚酒店1楼（大唐芙蓉园南门）,197,216
年代陕北,4.1,雁塔区芙蓉西路90号（大唐芙蓉园西门南对面）,54,283
秦八百里陕菜（龙湖星悦荟购物中心店）,3.9,雁塔区新开门北路888号龙湖星悦荟购物中心3层,33,423
奈九居酒屋（高新总店）,4.0,雁塔区科技路50号金桥国际广场1层（星巴克，东东包）,105,663
